"","plot","grid_number","date","abundance","plot_grid","treatment","complexity","plot_date","days_since_outplanting","days_comp","c.abun.mean","rabun"
"233","HN",19,"15-Jul-19",0,"HN - 19","30%","High","HN - 15-Jul-19",33,"33 - High",2.375,-2.375
"234","HN",19,"15-Jun-19",4,"HN - 19","30%","High","HN - 15-Jun-19",9,"9 - High",2.75,1.25
"235","HN",19,"20-Jul-19",1,"HN - 19","30%","High","HN - 20-Jul-19",37,"37 - High",4.75,-3.75
"236","HN",19,"20-Jun-19",8,"HN - 19","30%","High","HN - 20-Jun-19",11,"11 - High",5.125,2.875
"237","HN",19,"25-Jul-19",0,"HN - 19","30%","High","HN - 25-Jul-19",43,"43 - High",1.625,-1.625
"238","HN",19,"25-Jun-19",0,"HN - 19","30%","High","HN - 25-Jun-19",13,"13 - High",2.875,-2.875
"239","HN",19,"28-Jul-19",1,"HN - 19","30%","High","HN - 28-Jul-19",48,"48 - High",2.625,-1.625
"240","HN",19,"28-Jun-19",4,"HN - 19","30%","High","HN - 28-Jun-19",18,"18 - High",5.125,-1.125
"241","HN",20,"02-Jul-19",1,"HN - 20","0%","High","HN - 02-Jul-19",23,"23 - High",2.125,-1.125
"242","HN",20,"05-Jul-19",0,"HN - 20","0%","High","HN - 05-Jul-19",26,"26 - High",1.5,-1.5
"243","HN",20,"05-Jun-19",1,"HN - 20","0%","High","HN - 05-Jun-19",1,"1 - High",0.25,0.75
"244","HN",20,"06-Jun-19",0,"HN - 20","0%","High","HN - 06-Jun-19",2,"2 - High",3.75,-3.75
"245","HN",20,"07-Jun-19",0,"HN - 20","0%","High","HN - 07-Jun-19",3,"3 - High",1.875,-1.875
"246","HN",20,"09-Jul-19",0,"HN - 20","0%","High","HN - 09-Jul-19",30,"30 - High",0.75,-0.75
"247","HN",20,"11-Jun-19",1,"HN - 20","0%","High","HN - 11-Jun-19",5,"5 - High",2.375,-1.375
"248","HN",20,"13-Jun-19",7,"HN - 20","0%","High","HN - 13-Jun-19",7,"7 - High",1.75,5.25
"249","HN",20,"15-Jul-19",0,"HN - 20","0%","High","HN - 15-Jul-19",33,"33 - High",2.375,-2.375
"250","HN",20,"15-Jun-19",3,"HN - 20","0%","High","HN - 15-Jun-19",9,"9 - High",2.75,0.25
"251","HN",20,"20-Jul-19",0,"HN - 20","0%","High","HN - 20-Jul-19",37,"37 - High",4.75,-4.75
"252","HN",20,"20-Jun-19",0,"HN - 20","0%","High","HN - 20-Jun-19",11,"11 - High",5.125,-5.125
"253","HN",20,"25-Jul-19",0,"HN - 20","0%","High","HN - 25-Jul-19",43,"43 - High",1.625,-1.625
"254","HN",20,"25-Jun-19",9,"HN - 20","0%","High","HN - 25-Jun-19",13,"13 - High",2.875,6.125
"255","HN",20,"28-Jul-19",0,"HN - 20","0%","High","HN - 28-Jul-19",48,"48 - High",2.625,-2.625
"256","HN",20,"28-Jun-19",13,"HN - 20","0%","High","HN - 28-Jun-19",18,"18 - High",5.125,7.875
"257","HN",21,"02-Jul-19",4,"HN - 21","70%","High","HN - 02-Jul-19",23,"23 - High",2.125,1.875
"258","HN",21,"05-Jul-19",11,"HN - 21","70%","High","HN - 05-Jul-19",26,"26 - High",1.5,9.5
"259","HN",21,"05-Jun-19",5,"HN - 21","70%","High","HN - 05-Jun-19",1,"1 - High",0.25,4.75
"260","HN",21,"06-Jun-19",9,"HN - 21","70%","High","HN - 06-Jun-19",2,"2 - High",3.75,5.25
"261","HN",21,"07-Jun-19",4,"HN - 21","70%","High","HN - 07-Jun-19",3,"3 - High",1.875,2.125
"262","HN",21,"09-Jul-19",3,"HN - 21","70%","High","HN - 09-Jul-19",30,"30 - High",0.75,2.25
"263","HN",21,"11-Jun-19",0,"HN - 21","70%","High","HN - 11-Jun-19",5,"5 - High",2.375,-2.375
"264","HN",21,"13-Jun-19",2,"HN - 21","70%","High","HN - 13-Jun-19",7,"7 - High",1.75,0.25
"265","HN",21,"15-Jul-19",3,"HN - 21","70%","High","HN - 15-Jul-19",33,"33 - High",2.375,0.625
"266","HN",21,"15-Jun-19",0,"HN - 21","70%","High","HN - 15-Jun-19",9,"9 - High",2.75,-2.75
"267","HN",21,"20-Jul-19",5,"HN - 21","70%","High","HN - 20-Jul-19",37,"37 - High",4.75,0.25
"268","HN",21,"20-Jun-19",5,"HN - 21","70%","High","HN - 20-Jun-19",11,"11 - High",5.125,-0.125
"269","HN",21,"25-Jul-19",1,"HN - 21","70%","High","HN - 25-Jul-19",43,"43 - High",1.625,-0.625
"270","HN",21,"25-Jun-19",7,"HN - 21","70%","High","HN - 25-Jun-19",13,"13 - High",2.875,4.125
"271","HN",21,"28-Jul-19",2,"HN - 21","70%","High","HN - 28-Jul-19",48,"48 - High",2.625,-0.625
"272","HN",21,"28-Jun-19",3,"HN - 21","70%","High","HN - 28-Jun-19",18,"18 - High",5.125,-2.125
"273","HN",22,"02-Jul-19",0,"HN - 22","50%","High","HN - 02-Jul-19",23,"23 - High",2.125,-2.125
"274","HN",22,"05-Jul-19",1,"HN - 22","50%","High","HN - 05-Jul-19",26,"26 - High",1.5,-0.5
"275","HN",22,"05-Jun-19",0,"HN - 22","50%","High","HN - 05-Jun-19",1,"1 - High",0.25,-0.25
"276","HN",22,"06-Jun-19",1,"HN - 22","50%","High","HN - 06-Jun-19",2,"2 - High",3.75,-2.75
"277","HN",22,"07-Jun-19",0,"HN - 22","50%","High","HN - 07-Jun-19",3,"3 - High",1.875,-1.875
"278","HN",22,"09-Jul-19",0,"HN - 22","50%","High","HN - 09-Jul-19",30,"30 - High",0.75,-0.75
"279","HN",22,"11-Jun-19",0,"HN - 22","50%","High","HN - 11-Jun-19",5,"5 - High",2.375,-2.375
"280","HN",22,"13-Jun-19",1,"HN - 22","50%","High","HN - 13-Jun-19",7,"7 - High",1.75,-0.75
"281","HN",22,"15-Jul-19",1,"HN - 22","50%","High","HN - 15-Jul-19",33,"33 - High",2.375,-1.375
"282","HN",22,"15-Jun-19",6,"HN - 22","50%","High","HN - 15-Jun-19",9,"9 - High",2.75,3.25
"283","HN",22,"20-Jul-19",1,"HN - 22","50%","High","HN - 20-Jul-19",37,"37 - High",4.75,-3.75
"284","HN",22,"20-Jun-19",9,"HN - 22","50%","High","HN - 20-Jun-19",11,"11 - High",5.125,3.875
"285","HN",22,"25-Jul-19",1,"HN - 22","50%","High","HN - 25-Jul-19",43,"43 - High",1.625,-0.625
"286","HN",22,"25-Jun-19",0,"HN - 22","50%","High","HN - 25-Jun-19",13,"13 - High",2.875,-2.875
"287","HN",22,"28-Jul-19",2,"HN - 22","50%","High","HN - 28-Jul-19",48,"48 - High",2.625,-0.625
"288","HN",22,"28-Jun-19",0,"HN - 22","50%","High","HN - 28-Jun-19",18,"18 - High",5.125,-5.125
"289","HN",23,"02-Jul-19",3,"HN - 23","100%","High","HN - 02-Jul-19",23,"23 - High",2.125,0.875
"290","HN",23,"05-Jul-19",2,"HN - 23","100%","High","HN - 05-Jul-19",26,"26 - High",1.5,0.5
"291","HN",23,"05-Jun-19",3,"HN - 23","100%","High","HN - 05-Jun-19",1,"1 - High",0.25,2.75
"292","HN",23,"06-Jun-19",2,"HN - 23","100%","High","HN - 06-Jun-19",2,"2 - High",3.75,-1.75
"293","HN",23,"07-Jun-19",5,"HN - 23","100%","High","HN - 07-Jun-19",3,"3 - High",1.875,3.125
"294","HN",23,"09-Jul-19",3,"HN - 23","100%","High","HN - 09-Jul-19",30,"30 - High",0.75,2.25
"295","HN",23,"11-Jun-19",3,"HN - 23","100%","High","HN - 11-Jun-19",5,"5 - High",2.375,0.625
"296","HN",23,"13-Jun-19",5,"HN - 23","100%","High","HN - 13-Jun-19",7,"7 - High",1.75,3.25
"297","HN",23,"15-Jul-19",2,"HN - 23","100%","High","HN - 15-Jul-19",33,"33 - High",2.375,-0.375
"298","HN",23,"15-Jun-19",2,"HN - 23","100%","High","HN - 15-Jun-19",9,"9 - High",2.75,-0.75
"299","HN",23,"20-Jul-19",3,"HN - 23","100%","High","HN - 20-Jul-19",37,"37 - High",4.75,-1.75
"300","HN",23,"20-Jun-19",3,"HN - 23","100%","High","HN - 20-Jun-19",11,"11 - High",5.125,-2.125
"301","HN",23,"25-Jul-19",2,"HN - 23","100%","High","HN - 25-Jul-19",43,"43 - High",1.625,0.375
"302","HN",23,"25-Jun-19",3,"HN - 23","100%","High","HN - 25-Jun-19",13,"13 - High",2.875,0.125
"303","HN",23,"28-Jul-19",7,"HN - 23","100%","High","HN - 28-Jul-19",48,"48 - High",2.625,4.375
"304","HN",23,"28-Jun-19",2,"HN - 23","100%","High","HN - 28-Jun-19",18,"18 - High",5.125,-3.125
"305","HN",24,"02-Jul-19",1,"HN - 24","0%","High","HN - 02-Jul-19",23,"23 - High",2.125,-1.125
"306","HN",24,"05-Jul-19",0,"HN - 24","0%","High","HN - 05-Jul-19",26,"26 - High",1.5,-1.5
"307","HN",24,"05-Jun-19",0,"HN - 24","0%","High","HN - 05-Jun-19",1,"1 - High",0.25,-0.25
"308","HN",24,"06-Jun-19",15,"HN - 24","0%","High","HN - 06-Jun-19",2,"2 - High",3.75,11.25
"309","HN",24,"07-Jun-19",2,"HN - 24","0%","High","HN - 07-Jun-19",3,"3 - High",1.875,0.125
"310","HN",24,"09-Jul-19",1,"HN - 24","0%","High","HN - 09-Jul-19",30,"30 - High",0.75,0.25
"311","HN",24,"11-Jun-19",5,"HN - 24","0%","High","HN - 11-Jun-19",5,"5 - High",2.375,2.625
"312","HN",24,"13-Jun-19",9,"HN - 24","0%","High","HN - 13-Jun-19",7,"7 - High",1.75,7.25
"313","HN",24,"15-Jul-19",15,"HN - 24","0%","High","HN - 15-Jul-19",33,"33 - High",2.375,12.625
"314","HN",24,"15-Jun-19",12,"HN - 24","0%","High","HN - 15-Jun-19",9,"9 - High",2.75,9.25
"315","HN",24,"20-Jul-19",4,"HN - 24","0%","High","HN - 20-Jul-19",37,"37 - High",4.75,-0.75
"316","HN",24,"20-Jun-19",14,"HN - 24","0%","High","HN - 20-Jun-19",11,"11 - High",5.125,8.875
"317","HN",24,"25-Jul-19",8,"HN - 24","0%","High","HN - 25-Jul-19",43,"43 - High",1.625,6.375
"318","HN",24,"25-Jun-19",10,"HN - 24","0%","High","HN - 25-Jun-19",13,"13 - High",2.875,7.125
"319","HN",24,"28-Jul-19",2,"HN - 24","0%","High","HN - 28-Jul-19",48,"48 - High",2.625,-0.625
"320","HN",24,"28-Jun-19",3,"HN - 24","0%","High","HN - 28-Jun-19",18,"18 - High",5.125,-2.125
"321","HS",1,"02-Jul-19",1,"HS - 1","50%","High","HS - 02-Jul-19",23,"23 - High",2.125,-1.125
"322","HS",1,"05-Jul-19",2,"HS - 1","50%","High","HS - 05-Jul-19",26,"26 - High",1.5,0.5
"323","HS",1,"05-Jun-19",2,"HS - 1","50%","High","HS - 05-Jun-19",1,"1 - High",0.25,1.75
"324","HS",1,"06-Jun-19",1,"HS - 1","50%","High","HS - 06-Jun-19",2,"2 - High",3.75,-2.75
"325","HS",1,"07-Jun-19",5,"HS - 1","50%","High","HS - 07-Jun-19",3,"3 - High",1.875,3.125
"326","HS",1,"09-Jul-19",1,"HS - 1","50%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"327","HS",1,"11-Jun-19",0,"HS - 1","50%","High","HS - 11-Jun-19",5,"5 - High",2.375,-2.375
"328","HS",1,"13-Jun-19",0,"HS - 1","50%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"329","HS",1,"15-Jul-19",7,"HS - 1","50%","High","HS - 15-Jul-19",33,"33 - High",2.375,4.625
"330","HS",1,"15-Jun-19",11,"HS - 1","50%","High","HS - 15-Jun-19",9,"9 - High",2.75,8.25
"331","HS",1,"20-Jul-19",2,"HS - 1","50%","High","HS - 20-Jul-19",37,"37 - High",4.75,-2.75
"332","HS",1,"20-Jun-19",1,"HS - 1","50%","High","HS - 20-Jun-19",11,"11 - High",5.125,-4.125
"333","HS",1,"25-Jul-19",2,"HS - 1","50%","High","HS - 25-Jul-19",43,"43 - High",1.625,0.375
"334","HS",1,"25-Jun-19",20,"HS - 1","50%","High","HS - 25-Jun-19",13,"13 - High",2.875,17.125
"335","HS",1,"28-Jul-19",5,"HS - 1","50%","High","HS - 28-Jul-19",48,"48 - High",2.625,2.375
"336","HS",1,"28-Jun-19",1,"HS - 1","50%","High","HS - 28-Jun-19",18,"18 - High",5.125,-4.125
"337","HS",3,"02-Jul-19",1,"HS - 3","50%","High","HS - 02-Jul-19",23,"23 - High",2.125,-1.125
"338","HS",3,"05-Jul-19",0,"HS - 3","50%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"339","HS",3,"05-Jun-19",1,"HS - 3","50%","High","HS - 05-Jun-19",1,"1 - High",0.25,0.75
"340","HS",3,"06-Jun-19",0,"HS - 3","50%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"341","HS",3,"07-Jun-19",0,"HS - 3","50%","High","HS - 07-Jun-19",3,"3 - High",1.875,-1.875
"342","HS",3,"09-Jul-19",0,"HS - 3","50%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"343","HS",3,"11-Jun-19",5,"HS - 3","50%","High","HS - 11-Jun-19",5,"5 - High",2.375,2.625
"344","HS",3,"13-Jun-19",0,"HS - 3","50%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"345","HS",3,"15-Jul-19",0,"HS - 3","50%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"346","HS",3,"15-Jun-19",0,"HS - 3","50%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"347","HS",3,"20-Jul-19",2,"HS - 3","50%","High","HS - 20-Jul-19",37,"37 - High",4.75,-2.75
"348","HS",3,"20-Jun-19",5,"HS - 3","50%","High","HS - 20-Jun-19",11,"11 - High",5.125,-0.125
"349","HS",3,"25-Jul-19",1,"HS - 3","50%","High","HS - 25-Jul-19",43,"43 - High",1.625,-0.625
"350","HS",3,"25-Jun-19",5,"HS - 3","50%","High","HS - 25-Jun-19",13,"13 - High",2.875,2.125
"351","HS",3,"28-Jul-19",6,"HS - 3","50%","High","HS - 28-Jul-19",48,"48 - High",2.625,3.375
"352","HS",3,"28-Jun-19",2,"HS - 3","50%","High","HS - 28-Jun-19",18,"18 - High",5.125,-3.125
"353","HS",4,"02-Jul-19",1,"HS - 4","70%","High","HS - 02-Jul-19",23,"23 - High",2.125,-1.125
"354","HS",4,"05-Jul-19",0,"HS - 4","70%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"355","HS",4,"05-Jun-19",0,"HS - 4","70%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"356","HS",4,"06-Jun-19",0,"HS - 4","70%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"357","HS",4,"07-Jun-19",0,"HS - 4","70%","High","HS - 07-Jun-19",3,"3 - High",1.875,-1.875
"358","HS",4,"09-Jul-19",0,"HS - 4","70%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"359","HS",4,"11-Jun-19",1,"HS - 4","70%","High","HS - 11-Jun-19",5,"5 - High",2.375,-1.375
"360","HS",4,"13-Jun-19",0,"HS - 4","70%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"361","HS",4,"15-Jul-19",0,"HS - 4","70%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"362","HS",4,"15-Jun-19",1,"HS - 4","70%","High","HS - 15-Jun-19",9,"9 - High",2.75,-1.75
"363","HS",4,"20-Jul-19",0,"HS - 4","70%","High","HS - 20-Jul-19",37,"37 - High",4.75,-4.75
"364","HS",4,"20-Jun-19",0,"HS - 4","70%","High","HS - 20-Jun-19",11,"11 - High",5.125,-5.125
"365","HS",4,"25-Jul-19",3,"HS - 4","70%","High","HS - 25-Jul-19",43,"43 - High",1.625,1.375
"366","HS",4,"25-Jun-19",0,"HS - 4","70%","High","HS - 25-Jun-19",13,"13 - High",2.875,-2.875
"367","HS",4,"28-Jul-19",0,"HS - 4","70%","High","HS - 28-Jul-19",48,"48 - High",2.625,-2.625
"368","HS",4,"28-Jun-19",0,"HS - 4","70%","High","HS - 28-Jun-19",18,"18 - High",5.125,-5.125
"369","HS",6,"02-Jul-19",2,"HS - 6","50%","High","HS - 02-Jul-19",23,"23 - High",2.125,-0.125
"370","HS",6,"05-Jul-19",0,"HS - 6","50%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"371","HS",6,"05-Jun-19",1,"HS - 6","50%","High","HS - 05-Jun-19",1,"1 - High",0.25,0.75
"372","HS",6,"06-Jun-19",0,"HS - 6","50%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"373","HS",6,"07-Jun-19",5,"HS - 6","50%","High","HS - 07-Jun-19",3,"3 - High",1.875,3.125
"374","HS",6,"09-Jul-19",0,"HS - 6","50%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"375","HS",6,"11-Jun-19",0,"HS - 6","50%","High","HS - 11-Jun-19",5,"5 - High",2.375,-2.375
"376","HS",6,"13-Jun-19",1,"HS - 6","50%","High","HS - 13-Jun-19",7,"7 - High",1.75,-0.75
"377","HS",6,"15-Jul-19",0,"HS - 6","50%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"378","HS",6,"15-Jun-19",0,"HS - 6","50%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"379","HS",6,"20-Jul-19",2,"HS - 6","50%","High","HS - 20-Jul-19",37,"37 - High",4.75,-2.75
"380","HS",6,"20-Jun-19",0,"HS - 6","50%","High","HS - 20-Jun-19",11,"11 - High",5.125,-5.125
"381","HS",6,"25-Jul-19",2,"HS - 6","50%","High","HS - 25-Jul-19",43,"43 - High",1.625,0.375
"382","HS",6,"25-Jun-19",8,"HS - 6","50%","High","HS - 25-Jun-19",13,"13 - High",2.875,5.125
"383","HS",6,"28-Jul-19",8,"HS - 6","50%","High","HS - 28-Jul-19",48,"48 - High",2.625,5.375
"384","HS",6,"28-Jun-19",1,"HS - 6","50%","High","HS - 28-Jun-19",18,"18 - High",5.125,-4.125
"385","HS",7,"02-Jul-19",2,"HS - 7","30%","High","HS - 02-Jul-19",23,"23 - High",2.125,-0.125
"386","HS",7,"05-Jul-19",0,"HS - 7","30%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"387","HS",7,"05-Jun-19",0,"HS - 7","30%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"388","HS",7,"06-Jun-19",1,"HS - 7","30%","High","HS - 06-Jun-19",2,"2 - High",3.75,-2.75
"389","HS",7,"07-Jun-19",2,"HS - 7","30%","High","HS - 07-Jun-19",3,"3 - High",1.875,0.125
"390","HS",7,"09-Jul-19",0,"HS - 7","30%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"391","HS",7,"11-Jun-19",0,"HS - 7","30%","High","HS - 11-Jun-19",5,"5 - High",2.375,-2.375
"392","HS",7,"13-Jun-19",0,"HS - 7","30%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"393","HS",7,"15-Jul-19",0,"HS - 7","30%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"394","HS",7,"15-Jun-19",9,"HS - 7","30%","High","HS - 15-Jun-19",9,"9 - High",2.75,6.25
"395","HS",7,"20-Jul-19",8,"HS - 7","30%","High","HS - 20-Jul-19",37,"37 - High",4.75,3.25
"396","HS",7,"20-Jun-19",2,"HS - 7","30%","High","HS - 20-Jun-19",11,"11 - High",5.125,-3.125
"397","HS",7,"25-Jul-19",1,"HS - 7","30%","High","HS - 25-Jul-19",43,"43 - High",1.625,-0.625
"398","HS",7,"25-Jun-19",1,"HS - 7","30%","High","HS - 25-Jun-19",13,"13 - High",2.875,-1.875
"399","HS",7,"28-Jul-19",4,"HS - 7","30%","High","HS - 28-Jul-19",48,"48 - High",2.625,1.375
"400","HS",7,"28-Jun-19",16,"HS - 7","30%","High","HS - 28-Jun-19",18,"18 - High",5.125,10.875
"401","HS",8,"02-Jul-19",2,"HS - 8","70%","High","HS - 02-Jul-19",23,"23 - High",2.125,-0.125
"402","HS",8,"05-Jul-19",3,"HS - 8","70%","High","HS - 05-Jul-19",26,"26 - High",1.5,1.5
"403","HS",8,"05-Jun-19",9,"HS - 8","70%","High","HS - 05-Jun-19",1,"1 - High",0.25,8.75
"404","HS",8,"06-Jun-19",3,"HS - 8","70%","High","HS - 06-Jun-19",2,"2 - High",3.75,-0.75
"405","HS",8,"07-Jun-19",6,"HS - 8","70%","High","HS - 07-Jun-19",3,"3 - High",1.875,4.125
"406","HS",8,"09-Jul-19",1,"HS - 8","70%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"407","HS",8,"11-Jun-19",8,"HS - 8","70%","High","HS - 11-Jun-19",5,"5 - High",2.375,5.625
"408","HS",8,"13-Jun-19",4,"HS - 8","70%","High","HS - 13-Jun-19",7,"7 - High",1.75,2.25
"409","HS",8,"15-Jul-19",0,"HS - 8","70%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"410","HS",8,"15-Jun-19",6,"HS - 8","70%","High","HS - 15-Jun-19",9,"9 - High",2.75,3.25
"411","HS",8,"20-Jul-19",5,"HS - 8","70%","High","HS - 20-Jul-19",37,"37 - High",4.75,0.25
"412","HS",8,"20-Jun-19",2,"HS - 8","70%","High","HS - 20-Jun-19",11,"11 - High",5.125,-3.125
"413","HS",8,"25-Jul-19",3,"HS - 8","70%","High","HS - 25-Jul-19",43,"43 - High",1.625,1.375
"414","HS",8,"25-Jun-19",15,"HS - 8","70%","High","HS - 25-Jun-19",13,"13 - High",2.875,12.125
"415","HS",8,"28-Jul-19",7,"HS - 8","70%","High","HS - 28-Jul-19",48,"48 - High",2.625,4.375
"416","HS",8,"28-Jun-19",1,"HS - 8","70%","High","HS - 28-Jun-19",18,"18 - High",5.125,-4.125
"417","HS",9,"02-Jul-19",1,"HS - 9","30%","High","HS - 02-Jul-19",23,"23 - High",2.125,-1.125
"418","HS",9,"05-Jul-19",1,"HS - 9","30%","High","HS - 05-Jul-19",26,"26 - High",1.5,-0.5
"419","HS",9,"05-Jun-19",0,"HS - 9","30%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"420","HS",9,"06-Jun-19",12,"HS - 9","30%","High","HS - 06-Jun-19",2,"2 - High",3.75,8.25
"421","HS",9,"07-Jun-19",4,"HS - 9","30%","High","HS - 07-Jun-19",3,"3 - High",1.875,2.125
"422","HS",9,"09-Jul-19",1,"HS - 9","30%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"423","HS",9,"11-Jun-19",1,"HS - 9","30%","High","HS - 11-Jun-19",5,"5 - High",2.375,-1.375
"424","HS",9,"13-Jun-19",6,"HS - 9","30%","High","HS - 13-Jun-19",7,"7 - High",1.75,4.25
"425","HS",9,"15-Jul-19",6,"HS - 9","30%","High","HS - 15-Jul-19",33,"33 - High",2.375,3.625
"426","HS",9,"15-Jun-19",10,"HS - 9","30%","High","HS - 15-Jun-19",9,"9 - High",2.75,7.25
"427","HS",9,"20-Jul-19",6,"HS - 9","30%","High","HS - 20-Jul-19",37,"37 - High",4.75,1.25
"428","HS",9,"20-Jun-19",3,"HS - 9","30%","High","HS - 20-Jun-19",11,"11 - High",5.125,-2.125
"429","HS",9,"25-Jul-19",2,"HS - 9","30%","High","HS - 25-Jul-19",43,"43 - High",1.625,0.375
"430","HS",9,"25-Jun-19",5,"HS - 9","30%","High","HS - 25-Jun-19",13,"13 - High",2.875,2.125
"431","HS",9,"28-Jul-19",9,"HS - 9","30%","High","HS - 28-Jul-19",48,"48 - High",2.625,6.375
"432","HS",9,"28-Jun-19",5,"HS - 9","30%","High","HS - 28-Jun-19",18,"18 - High",5.125,-0.125
"433","HS",10,"02-Jul-19",0,"HS - 10","0%","High","HS - 02-Jul-19",23,"23 - High",2.125,-2.125
"434","HS",10,"05-Jul-19",0,"HS - 10","0%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"435","HS",10,"05-Jun-19",0,"HS - 10","0%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"436","HS",10,"06-Jun-19",0,"HS - 10","0%","High","HS - 06-Jun-19",2,"2 - High",3.75,-3.75
"437","HS",10,"07-Jun-19",0,"HS - 10","0%","High","HS - 07-Jun-19",3,"3 - High",1.875,-1.875
"438","HS",10,"09-Jul-19",0,"HS - 10","0%","High","HS - 09-Jul-19",30,"30 - High",0.75,-0.75
"439","HS",10,"11-Jun-19",1,"HS - 10","0%","High","HS - 11-Jun-19",5,"5 - High",2.375,-1.375
"440","HS",10,"13-Jun-19",0,"HS - 10","0%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"441","HS",10,"15-Jul-19",0,"HS - 10","0%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"442","HS",10,"15-Jun-19",0,"HS - 10","0%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"443","HS",10,"20-Jul-19",2,"HS - 10","0%","High","HS - 20-Jul-19",37,"37 - High",4.75,-2.75
"444","HS",10,"20-Jun-19",1,"HS - 10","0%","High","HS - 20-Jun-19",11,"11 - High",5.125,-4.125
"445","HS",10,"25-Jul-19",0,"HS - 10","0%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"446","HS",10,"25-Jun-19",0,"HS - 10","0%","High","HS - 25-Jun-19",13,"13 - High",2.875,-2.875
"447","HS",10,"28-Jul-19",1,"HS - 10","0%","High","HS - 28-Jul-19",48,"48 - High",2.625,-1.625
"448","HS",10,"28-Jun-19",0,"HS - 10","0%","High","HS - 28-Jun-19",18,"18 - High",5.125,-5.125
"449","HS",11,"02-Jul-19",0,"HS - 11","50%","High","HS - 02-Jul-19",23,"23 - High",2.125,-2.125
"450","HS",11,"05-Jul-19",0,"HS - 11","50%","High","HS - 05-Jul-19",26,"26 - High",1.5,-1.5
"451","HS",11,"05-Jun-19",0,"HS - 11","50%","High","HS - 05-Jun-19",1,"1 - High",0.25,-0.25
"452","HS",11,"06-Jun-19",1,"HS - 11","50%","High","HS - 06-Jun-19",2,"2 - High",3.75,-2.75
"453","HS",11,"07-Jun-19",4,"HS - 11","50%","High","HS - 07-Jun-19",3,"3 - High",1.875,2.125
"454","HS",11,"09-Jul-19",1,"HS - 11","50%","High","HS - 09-Jul-19",30,"30 - High",0.75,0.25
"455","HS",11,"11-Jun-19",0,"HS - 11","50%","High","HS - 11-Jun-19",5,"5 - High",2.375,-2.375
"456","HS",11,"13-Jun-19",0,"HS - 11","50%","High","HS - 13-Jun-19",7,"7 - High",1.75,-1.75
"457","HS",11,"15-Jul-19",0,"HS - 11","50%","High","HS - 15-Jul-19",33,"33 - High",2.375,-2.375
"458","HS",11,"15-Jun-19",0,"HS - 11","50%","High","HS - 15-Jun-19",9,"9 - High",2.75,-2.75
"459","HS",11,"20-Jul-19",4,"HS - 11","50%","High","HS - 20-Jul-19",37,"37 - High",4.75,-0.75
"460","HS",11,"20-Jun-19",2,"HS - 11","50%","High","HS - 20-Jun-19",11,"11 - High",5.125,-3.125
"461","HS",11,"25-Jul-19",0,"HS - 11","50%","High","HS - 25-Jul-19",43,"43 - High",1.625,-1.625
"462","HS",11,"25-Jun-19",3,"HS - 11","50%","High","HS - 25-Jun-19",13,"13 - High",2.875,0.125
"463","HS",11,"28-Jul-19",0,"HS - 11","50%","High","HS - 28-Jul-19",48,"48 - High",2.625,-2.625
"464","HS",11,"28-Jun-19",1,"HS - 11","50%","High","HS - 28-Jun-19",18,"18 - High",5.125,-4.125
"465","HS",12,"02-Jul-19",5,"HS - 12","0%","High","HS - 02-Jul-19",23,"23 - High",2.125,2.875
