survey_number,grid_number,species_ID,life_phase,TL(cm),yes
51,22,Bicolor Damselfish,A,5,NA
51,22,Bicolor Damselfish,A,5,NA
51,22,Bicolor Damselfish,A,6,NA
51,22,Bluehead Wrasse,J,5,yes
51,22,Bluehead Wrasse,J,5,yes
51,22,Bluehead Wrasse,J,5,yes
51,22,Bluestriped Grunt,A,23,yes
51,22,Bridled Goby,J,2,NA
51,23,Bicolor Damselfish,A,6,NA
51,23,Bicolor Damselfish,A,7,NA
51,23,Bluehead Wrasse,J,7,NA
51,23,Bluehead Wrasse,J,8,NA
51,23,Colon Goby,J,2,NA
51,23,Colon Goby,J,2,NA
51,23,Colon Goby,J,2,NA
51,23,Colon Goby,J,2,NA
51,24,Bluehead Wrasse,J,5,NA
51,24,Bluehead Wrasse,J,5,yes
51,24,Bluehead Wrasse,J,5,NA
51,24,Bluehead Wrasse,J,5.5,NA
51,24,Bluehead Wrasse,J,6,NA
51,24,Bluehead Wrasse,J,6,yes
51,24,Bluehead Wrasse,J,6,yes
51,24,Bluehead Wrasse,J,6,NA
51,24,Bluehead Wrasse,J,6,NA
51,24,Bluehead Wrasse,J,6.5,NA
51,24,Bluehead Wrasse,J,7,NA
51,24,Bluehead Wrasse,J,7,NA
51,24,Bluehead Wrasse,J,7,NA
51,24,Bluehead Wrasse,J,7,NA
51,24,Bluehead Wrasse,J,7.5,NA
51,24,Bluehead Wrasse,J,8,NA
51,24,Bluehead Wrasse,A,12,NA
51,24,Colon Goby,J,2,NA
51,24,Graysby,A,13,yes
51,24,Longfin Damselfish,A,NA,NA
51,24,Redband Parrotfish,I,13,yes
52,1,Bluehead Wrasse,J,5,NA
52,1,Clown Wrasse,J,9,NA
52,1,Striped Parrotfish,J,10,NA
52,1,Striped Parrotfish,J,11,NA
52,1,Striped Parrotfish,J,12,NA
52,2,Bicolor Damselfish,A,7,NA
52,2,Redband Parrotfish,J,3,NA
52,3,Longfin Damselfish,A,9,NA
52,4,Bicolor Damselfish,A,NA,NA
52,4,Bluehead Wrasse,J,2,NA
52,4,Bluehead Wrasse,J,3,NA
52,4,Bluehead Wrasse,J,3,NA
52,4,Bluehead Wrasse,J,3,NA
52,4,Bluehead Wrasse,J,4,NA
52,4,Bluehead Wrasse,J,4,NA
52,4,Bluehead Wrasse,J,4,NA
52,4,Bluehead Wrasse,J,5,NA
52,4,Bluehead Wrasse,I,6,NA
52,4,Longfin Damselfish,A,9,NA
52,6,Bluehead Wrasse,J,2,NA
52,6,Bluehead Wrasse,J,3,NA
52,6,Bluehead Wrasse,J,3,NA
52,6,Bluehead Wrasse,J,4,NA
52,6,Bluehead Wrasse,J,6,NA
52,6,Longfin Damselfish,A,8,NA
52,6,Roughead Blenny,A,2,NA
52,6,Spinyhead Blenny,J,1,NA
52,6,Spinyhead Blenny,J,1,NA
52,7,Bluehead Wrasse,J,3,NA
52,7,Bluehead Wrasse,J,3,NA
52,7,Bluehead Wrasse,J,4,NA
52,7,Bluehead Wrasse,J,4,NA
52,7,Goby sp. unid.,J,1,NA
52,7,Yellowhead Wrasse,J,4,NA
52,8,Redband Parrotfish,I,14,NA
52,8,Redband Parrotfish,I,16,NA
52,8,Spinyhead Blenny,J,1,NA
52,8,Stoplight Parrotfish,I,7,NA
53,9,Bluehead Wrasse,I,3,NA
53,9,Bluehead Wrasse,I,4,NA
53,9,Bluehead Wrasse,I,5,NA
53,9,Bluehead Wrasse,I,6,NA
53,9,Clown Wrasse,J,1,NA
53,9,Clown Wrasse,J,3,NA
53,9,Clown Wrasse,I,8,NA
53,9,Longfin Damselfish,A,14,NA
53,9,Redband Parrotfish,J,4,NA
53,9,Redband Parrotfish,J,4,NA
53,9,Stoplight Parrotfish,J,3,NA
53,9,Stoplight Parrotfish,I,7,NA
53,9,Striped Parrotfish,I,16,NA
53,9,Yellowtail Damselfish,A,16,NA
53,10,Bluehead Wrasse,J,1,NA
53,10,Bluehead Wrasse,J,1,NA
53,10,Bluehead Wrasse,J,2,NA
53,10,Bluehead Wrasse,I,3,NA
53,10,Bluehead Wrasse,I,4,NA
53,10,Bluehead Wrasse,I,5,NA
53,10,Bluehead Wrasse,I,6,NA
53,10,Bluehead Wrasse,I,7,NA
53,10,Bluehead Wrasse,I,8,NA
53,10,Clown Wrasse,J,1,NA
53,10,Clown Wrasse,I,4,NA
53,10,Dusky Damselfish,A,12,NA
53,10,Redband Parrotfish,J,3,NA
53,10,Redband Parrotfish,J,3,NA
53,10,Stoplight Parrotfish,J,7,NA
53,10,Striped Grunt,J,8,NA
53,10,Striped Parrotfish,J,7,NA
53,10,Striped Parrotfish,J,10,NA
53,10,Striped Parrotfish,J,12,NA
53,11,Yellowtail Damselfish,A,12,NA
53,11,Yellowtail Damselfish,A,18,NA
53,12,Yellowtail Damselfish,A,9,NA
53,13,Bluehead Wrasse,J,1,NA
53,13,Bluehead Wrasse,J,2,NA
53,13,Bluehead Wrasse,J,2,NA
53,13,Bluehead Wrasse,I,3,NA
53,13,Bluehead Wrasse,J,3,NA
53,13,Bluehead Wrasse,I,4,NA
53,13,Bluehead Wrasse,I,5,NA
53,13,Bluehead Wrasse,I,6,NA
53,13,Bluehead Wrasse,I,7,NA
53,13,Clown Wrasse,J,2,NA
53,13,Clown Wrasse,I,6,NA
53,13,Redband Parrotfish,J,2,NA
53,13,Roughead Blenny,A,3,NA
53,13,Stoplight Parrotfish,J,3,NA
53,14,Blue Tang,A,12,NA
53,14,Blue Tang,A,18,NA
53,14,Bluehead Wrasse,I,6,NA
53,14,Roughead Blenny,A,2,NA
53,14,Stoplight Parrotfish,I,21,NA
53,14,Stoplight Parrotfish,I,24,NA
53,14,Yellowtail Damselfish,A,14,NA
53,15,Dusky Damselfish,A,12,NA
53,16,Bicolor Damselfish,A,6,NA
53,16,Roughead Blenny,A,2,NA
53,16,Saddled Blenny,J,1,NA
54,17,Bluehead Wrasse,J,3,NA
54,17,Bluehead Wrasse,J,4,NA
54,17,Dusky Damselfish,J,11,NA
54,18,Bluehead Wrasse,J,2.5,NA
54,18,Bluehead Wrasse,J,2.5,NA
54,18,Bluehead Wrasse,J,4,NA
54,18,Dusky Damselfish,A,8,NA
54,19,Bluehead Wrasse,J,3,NA
54,19,Bluehead Wrasse,J,5,NA
54,20,Bluehead Wrasse,J,1,NA
54,20,Bluehead Wrasse,J,8,NA
54,20,Queen Parrotfish,A,38,NA
54,20,Stoplight Parrotfish,I,12,NA
54,21,Bicolor Damselfish,A,4,NA
54,21,Bicolor Damselfish,A,5,NA
54,21,Bluehead Wrasse,J,2,NA
54,21,Bluehead Wrasse,J,3,NA
54,21,Bluehead Wrasse,J,3,NA
54,21,Bluehead Wrasse,J,3,NA
54,21,Bluehead Wrasse,J,3,NA
54,21,Bluehead Wrasse,J,3.5,NA
54,21,Bluehead Wrasse,J,4,NA
54,21,Bluehead Wrasse,J,4,NA
54,21,Bluehead Wrasse,J,4,NA
54,21,Bluehead Wrasse,J,4.5,NA
54,21,Bluehead Wrasse,J,5,NA
54,21,Bluehead Wrasse,J,7,NA
54,21,Clown Wrasse,I,5,yes
54,21,Dusky Damselfish,A,5.5,NA
54,22,Blue Tang,A,16,NA
54,22,Dusky Damselfish,J,5,NA
54,22,French Grunt,A,17,NA
54,22,Roughead Blenny,A,2,NA
54,22,Smooth Trunkfish,A,17,NA
54,22,Stoplight Parrotfish,I,16,NA
54,23,Bicolor Damselfish,J,2,NA
54,23,Bicolor Damselfish,A,4,NA
54,23,Bicolor Damselfish,A,7,NA
54,23,Threespot Damselfish,A,4,NA
54,24,Bicolor Damselfish,A,5,NA
54,24,Bluehead Wrasse,J,1,NA
54,24,Bluehead Wrasse,J,1,NA
54,24,Bluehead Wrasse,J,3,NA
54,24,Bluehead Wrasse,J,4,NA
54,24,Bluehead Wrasse,J,4,NA
54,24,Bluehead Wrasse,J,4,NA
54,24,Bluehead Wrasse,J,4.5,NA
54,24,Bluehead Wrasse,J,4.5,NA
54,24,Bluehead Wrasse,J,5,NA
54,24,Bluehead Wrasse,J,5,NA
54,24,Bluehead Wrasse,J,5,NA
54,24,Bluehead Wrasse,J,5,NA
54,24,Bluehead Wrasse,J,5.5,NA
54,24,Bluehead Wrasse,J,5.5,NA
54,24,Bluehead Wrasse,J,5.5,NA
54,24,Bluehead Wrasse,J,6,NA
54,24,Bluehead Wrasse,J,6,NA
54,24,Colon Goby,J,2,NA
54,24,Ocean Surgeonfish,A,12,NA
55,1,Bluehead Wrasse,J,7,NA
55,1,Bluehead Wrasse,I,11,NA
55,1,Porkfish,A,20,NA
55,1,Queen Parrotfish,A,38,NA
55,1,Redband Parrotfish,I,11,NA
55,1,Spanish Hogfish,J,13,NA
55,2,Bicolor Damselfish,A,5,NA
55,2,Bluehead Wrasse,A,9,NA
55,2,French Angelfish,A,20,NA
55,2,French Angelfish,A,27,NA
55,2,Longfin Damselfish,A,12,NA
55,2,Masked Goby,A,1.5,NA
55,2,Masked Goby,A,1.5,NA
55,2,Masked Goby,A,1.5,NA
55,2,Masked Goby,A,1.5,NA
55,2,Masked Goby,A,1.5,NA
55,2,Masked Goby,A,2,NA
55,2,Masked Goby,A,2,NA
55,2,Masked Goby,A,2,NA
55,2,Masked Goby,A,2,NA
55,2,Masked Goby,A,2,NA
55,2,Masked Goby,A,2.5,NA
55,2,Masked Goby,A,2.5,NA
55,2,Masked Goby,A,2.5,NA
55,2,Masked Goby,A,2.5,NA
55,2,Masked Goby,A,2.5,NA
55,2,Masked Goby,A,3,NA
55,2,Masked Goby,A,3,NA
55,2,Masked Goby,A,3,NA
55,2,Masked Goby,A,3,NA
55,2,Masked Goby,A,3,NA
55,3,Bluehead Wrasse,J,3,NA
55,3,Bluehead Wrasse,J,3,NA
55,3,Bluehead Wrasse,J,3,NA
55,3,Bluehead Wrasse,J,4,NA
55,3,Bluehead Wrasse,J,4,NA
55,3,Bluehead Wrasse,J,4,NA
55,3,Bluehead Wrasse,J,5,NA
55,3,Bluehead Wrasse,J,5,NA
55,3,Bluehead Wrasse,J,5,NA
55,3,Bluehead Wrasse,J,6,NA
55,3,Bluehead Wrasse,J,6,NA
55,3,Bluehead Wrasse,J,6,NA
55,3,Bluehead Wrasse,A,11,NA
55,3,Colon Goby,J,2,NA
55,3,Yellowhead Wrasse,I,7,NA
55,3,Yellowtail Snapper,A,19,NA
55,4,Bicolor Damselfish,A,6,NA
55,4,Bluehead Wrasse,J,2,NA
55,4,Colon Goby,J,2,NA
55,4,Yellowhead Wrasse,I,8,NA
55,4,Yellowhead Wrasse,A,15,NA
55,5,Bluehead Wrasse,I,7,NA
55,6,Bluehead Wrasse,J,2,NA
55,6,Bluehead Wrasse,J,3,NA
55,6,Bluehead Wrasse,J,5,NA
55,6,Bluehead Wrasse,J,6,NA
55,6,Bluehead Wrasse,I,8,NA
55,6,Clown Wrasse,A,6,NA
55,6,Colon Goby,J,2,NA
55,6,Redband Parrotfish,J,5,NA
55,6,Striped Parrotfish,A,9,NA
55,6,Striped Parrotfish,A,11,NA
55,6,Yellowtail Snapper,A,17,NA
55,7,Bicolor Damselfish,A,5,NA
55,7,Bluehead Wrasse,J,3,NA
55,7,Bluehead Wrasse,J,4,NA
55,7,Bluehead Wrasse,J,4,NA
55,7,Bluehead Wrasse,J,5,NA
55,7,Bluehead Wrasse,J,5,NA
55,7,Bluehead Wrasse,J,6,NA
55,7,Bluehead Wrasse,A,8,NA
55,7,Goby sp. unid.,J,2,NA
55,7,Roughead Blenny,A,2,NA
55,7,Yellowhead Wrasse,A,17,NA
55,8,Bluehead Wrasse,J,4,NA
55,8,Bluehead Wrasse,J,5,NA
55,8,Bluehead Wrasse,J,5,NA
55,8,Bluehead Wrasse,J,6,NA
55,8,Bridled Goby,J,2,NA
55,8,Yellowhead Wrasse,I,8,NA
56,9,Bicolor Damselfish,J,2,NA
56,9,Bicolor Damselfish,J,2,NA
56,9,Bluehead Wrasse,J,3,NA
56,9,Bluehead Wrasse,J,4,NA
56,9,Bluehead Wrasse,J,4,NA
56,9,Bluehead Wrasse,J,4,NA
56,9,Bluehead Wrasse,J,5,NA
56,9,Bluehead Wrasse,I,5,NA
56,9,Bluehead Wrasse,J,6,NA
56,9,Bluestriped Grunt,A,19,NA
56,9,Clown Wrasse,J,3,NA
56,9,Clown Wrasse,J,4,NA
56,9,Colon Goby,J,1,NA
56,9,Striped Parrotfish,J,11,NA
56,9,Striped Parrotfish,J,13,NA
56,9,Striped Parrotfish,J,14,NA
56,9,Striped Parrotfish,J,16,NA
56,9,Yellowhead Wrasse,J,4,NA
56,10,Bicolor Damselfish,A,5,NA
56,10,Bluehead Wrasse,J,4,NA
56,10,Bluehead Wrasse,J,4,NA
56,10,Bluehead Wrasse,I,11,NA
56,10,Redband Parrotfish,I,6,NA
56,11,Bluehead Wrasse,J,3,NA
56,11,Bluehead Wrasse,J,4,NA
56,11,Bluehead Wrasse,J,4,NA
56,11,Colon Goby,J,2,NA
56,12,Yellowtail Snapper,A,15,yes
56,13,Bicolor Damselfish,J,3,NA
56,13,Bluehead Wrasse,A,13,NA
56,13,Spinyhead Blenny,J,1,NA
56,13,Spinyhead Blenny,A,2,NA
56,13,Yellowhead Wrasse,J,2,NA
56,13,Yellowhead Wrasse,J,3,NA
56,13,Yellowhead Wrasse,A,14,NA
56,14,Blue Tang,A,17,NA
56,14,Bluehead Wrasse,J,2,NA
56,14,Clown Wrasse,J,3,NA
56,14,Clown Wrasse,J,4,NA
56,14,Clown Wrasse,J,6,NA
56,14,Clown Wrasse,J,11,NA
56,14,Redband Parrotfish,J,3,NA
56,14,Redband Parrotfish,I,6,NA
56,14,Slippery Dick,J,2,NA
56,14,Striped Parrotfish,J,2,NA
56,15,Bluehead Wrasse,J,3,NA
56,15,Bluehead Wrasse,J,3,NA
56,15,Bluehead Wrasse,J,4,NA
56,15,Bluehead Wrasse,J,4,NA
56,15,Bluehead Wrasse,J,4,NA
56,15,Bluehead Wrasse,J,5,NA
56,15,Redband Parrotfish,A,19,yes
56,15,Yellowhead Wrasse,A,15,NA
56,16,Bluehead Wrasse,J,3,NA
56,16,Bluehead Wrasse,J,3,NA
56,16,Bluehead Wrasse,J,4,NA
56,16,Bluehead Wrasse,J,4,NA
56,16,Bluehead Wrasse,J,5,NA
56,16,Longfin Damselfish,A,9,NA
56,16,Spinyhead Blenny,J,1,NA
56,16,Stoplight Parrotfish,J,2,NA
56,16,Stoplight Parrotfish,J,4,NA
56,16,Yellowtail Snapper,A,15,yes
57,17,Bicolor Damselfish,A,6,NA
57,17,Bluehead Wrasse,I,8,NA
57,17,Bluehead Wrasse,I,8,NA
57,17,Clown Wrasse,J,1,NA
57,17,Clown Wrasse,I,7,NA
57,17,Clown Wrasse,I,7,NA
57,17,Clown Wrasse,I,9,NA
57,17,Redband Parrotfish,J,5,NA
57,17,Striped Parrotfish,J,2,NA
57,17,Striped Parrotfish,J,2,NA
57,17,Striped Parrotfish,J,2,NA
57,17,Striped Parrotfish,J,2,NA
57,18,Longfin Damselfish,A,12,NA
57,19,Blue Chromis,A,11,NA
57,19,Blue Chromis,A,11,NA
57,19,Blue Chromis,A,11,NA
57,19,Longfin Damselfish,A,14,NA
57,19,Queen Parrotfish,I,28,yes
57,19,Queen Parrotfish,A,34,yes
57,19,Stoplight Parrotfish,A,26,NA
57,19,Yellowtail Damselfish,A,18,NA
57,20,Bicolor Damselfish,A,5,NA
57,20,Bluehead Wrasse,J,1,NA
57,20,Bluehead Wrasse,J,2,NA
57,20,Bluehead Wrasse,J,2,NA
57,20,Bluehead Wrasse,J,3,NA
57,20,Bluehead Wrasse,J,4,NA
57,20,Bluehead Wrasse,I,5,NA
57,20,Bluehead Wrasse,I,6,NA
57,20,Bluehead Wrasse,I,8,NA
57,20,Clown Wrasse,I,4,NA
57,20,Clown Wrasse,I,5,NA
57,20,Goldspot Goby,J,2,NA
57,20,Goldspot Goby,A,4,NA
57,20,Redband Parrotfish,J,3,NA
57,20,Redband Parrotfish,A,13,NA
57,20,Yellowhead Wrasse,A,13,NA
57,21,Bicolor Damselfish,A,7,NA
57,21,Bluehead Wrasse,I,11,NA
57,21,Ocean Surgeonfish,A,16,NA
57,21,Ocean Surgeonfish,A,16,NA
57,21,Princess Parrotfish,I,17,NA
57,21,Roughead Blenny,A,3,NA
57,21,Stoplight Parrotfish,J,8,NA
57,22,Bicolor Damselfish,A,6,NA
57,22,Longfin Damselfish,A,12,NA
57,22,Longfin Damselfish,A,14,NA
57,22,Pallid Goby,A,3,NA
57,22,Striped Parrotfish,A,20,NA
57,23,Roughead Blenny,A,2,NA
57,23,Roughead Blenny,A,3,NA
57,24,Colon Goby,J,2,NA
57,24,Longfin Damselfish,A,13,NA
58,1,Bluehead Wrasse,J,3,NA
58,1,Bluehead Wrasse,J,4,NA
58,1,Bluehead Wrasse,J,4,NA
58,1,Bluehead Wrasse,J,5,NA
58,1,Bluehead Wrasse,J,5,NA
58,1,Bluehead Wrasse,J,6,NA
58,1,Saddled Blenny,A,3,NA
58,2,Bluehead Wrasse,J,2.5,NA
58,2,Bluehead Wrasse,J,3,NA
58,2,Bluehead Wrasse,J,3,NA
58,2,Bluehead Wrasse,J,3,NA
58,2,Bluehead Wrasse,J,4,NA
58,2,Bluehead Wrasse,J,5,NA
58,2,Roughead Blenny,A,2,NA
58,2,Yellowtail Damselfish,A,13,NA
58,3,Blue Tang,A,14,yes
58,3,Bluehead Wrasse,J,2,NA
58,3,Goby sp. unid.,A,3,NA
58,3,Schoolmaster,A,19,yes
58,3,Schoolmaster,A,25,yes
58,4,Longfin Damselfish,A,12,NA
58,4,Schoolmaster,A,16,NA
58,4,Schoolmaster,A,17,NA
58,5,Dusky Damselfish,A,11,NA
58,5,Roughead Blenny,A,2,NA
58,6,Bicolor Damselfish,A,5,NA
58,6,Bicolor Damselfish,A,6,NA
58,6,Bluehead Wrasse,J,2,NA
58,6,Bluehead Wrasse,J,2,NA
58,6,Bluehead Wrasse,J,2,NA
58,6,Bluehead Wrasse,J,2,NA
58,6,Bluehead Wrasse,J,2,NA
58,6,Bluehead Wrasse,J,2,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,3,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,4,NA
58,6,Bluehead Wrasse,J,5,NA
58,6,Bluehead Wrasse,J,5,NA
58,6,Bluehead Wrasse,J,5,NA
58,6,Bluehead Wrasse,I,8,NA
58,6,Clown Wrasse,A,7,NA
58,6,Yellowhead Wrasse,I,8,NA
58,7,Blue Tang,A,16,NA
58,7,Bluehead Wrasse,J,2,NA
58,7,Bluehead Wrasse,J,2,NA
58,7,Bluehead Wrasse,J,2,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,3,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,4,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,5,NA
58,7,Bluehead Wrasse,J,6,NA
58,7,Bluehead Wrasse,J,6,NA
58,7,Bluehead Wrasse,J,6,NA
58,7,Bluehead Wrasse,J,6,NA
58,7,Bluehead Wrasse,I,8,NA
58,7,Longfin Damselfish,A,11,NA
58,8,Bluehead Wrasse,J,1,NA
58,8,Bluehead Wrasse,J,1.3,NA
58,8,Bluehead Wrasse,J,2,NA
58,8,Bluehead Wrasse,J,2,NA
58,8,Bluehead Wrasse,J,2,NA
58,8,Bluehead Wrasse,J,2,NA
58,8,Bluehead Wrasse,J,2,NA
58,8,Bluehead Wrasse,J,2,NA
58,8,Bluehead Wrasse,J,3,NA
58,8,Bluehead Wrasse,J,3,NA
58,8,Bluehead Wrasse,J,3,NA
58,8,Bluehead Wrasse,J,3,NA
58,8,Bluehead Wrasse,I,4,NA
58,8,Bluehead Wrasse,I,4,NA
58,8,Bluehead Wrasse,J,4,NA
58,8,Bluestriped Grunt,A,22,yes
58,8,Clown Wrasse,J,3,NA
58,8,Clown Wrasse,J,4,NA
58,8,Clown Wrasse,A,8,yes
58,8,Stoplight Parrotfish,J,2,NA
58,8,Striped Parrotfish,J,3,NA
58,8,Striped Parrotfish,J,3,NA
58,8,Striped Parrotfish,J,4,NA
58,8,Striped Parrotfish,J,4,NA
59,9,Bicolor Damselfish,A,6,NA
59,9,Bluehead Wrasse,J,3,NA
59,9,Bluehead Wrasse,J,4,NA
59,9,Bluehead Wrasse,J,4,NA
59,9,Bluehead Wrasse,J,6,NA
59,9,Colon Goby,J,1,NA
59,10,Colon Goby,J,1,NA
59,10,Dusky Damselfish,A,15,NA
59,10,Sergeant Major,A,10,NA
59,10,Sergeant Major,A,10,NA
59,10,Stoplight Parrotfish,J,3,NA
59,10,Stoplight Parrotfish,J,3,NA
59,10,Stoplight Parrotfish,I,26,NA
59,11,Bluehead Wrasse,J,1,NA
59,11,Bluehead Wrasse,J,2,NA
59,11,Bluehead Wrasse,J,2,NA
59,11,Bluehead Wrasse,J,3,NA
59,11,Bluehead Wrasse,J,3,NA
59,11,Bluehead Wrasse,J,3,NA
59,11,Bluehead Wrasse,J,4,NA
59,11,Bluehead Wrasse,J,4,NA
59,11,Bluehead Wrasse,J,5,NA
59,11,Longfin Damselfish,J,6,NA
59,11,Schoolmaster,A,27,yes
59,12,Bicolor Damselfish,A,5,NA
59,12,Blue Tang,A,15,NA
59,12,Bluehead Wrasse,J,1,NA
59,12,Bluehead Wrasse,J,2,NA
59,12,Bluehead Wrasse,J,2,NA
59,12,Bluehead Wrasse,J,3,NA
59,12,Bluehead Wrasse,J,4,NA
59,12,Bluehead Wrasse,J,5,NA
59,12,Bluehead Wrasse,J,5,NA
59,12,Bluehead Wrasse,J,6,NA
59,12,Clown Wrasse,J,5,NA
59,12,Clown Wrasse,J,6,NA
59,12,Stoplight Parrotfish,A,25,yes
59,12,Yellowhead Wrasse,I,6,NA
59,13,Bluehead Wrasse,J,1,NA
59,13,Bluehead Wrasse,J,2,NA
59,13,Yellowhead Wrasse,A,15,NA
59,14,Bluehead Wrasse,J,4,NA
59,14,Foureye Butterflyfish,A,8,NA
59,14,Porkfish,A,15,NA
59,15,Goby sp. unid.,J,1,NA
59,15,Longfin Damselfish,J,1,NA
59,15,Roughead Blenny,A,2,NA
59,15,Yellowtail Damselfish,A,15,NA
59,16,Bicolor Damselfish,A,6,NA
59,16,Bluehead Wrasse,J,6,NA
59,16,Bluehead Wrasse,J,7,NA
59,16,Colon Goby,J,1,NA
60,17,Bicolor Damselfish,A,4,NA
60,17,Bicolor Damselfish,A,4,NA
60,17,Bluehead Wrasse,I,1,NA
60,17,Bluehead Wrasse,I,4,NA
60,17,Bluehead Wrasse,I,4,NA
60,17,Bluehead Wrasse,I,4,NA
60,17,Bluehead Wrasse,I,5,NA
60,17,Bluehead Wrasse,I,5,NA
60,17,Bluehead Wrasse,I,5,NA
60,17,Bluehead Wrasse,I,6,NA
60,17,Bluehead Wrasse,I,6,NA
60,17,Bluehead Wrasse,I,7,NA
60,17,Bluehead Wrasse,I,7,NA
60,17,Bluehead Wrasse,I,8,NA
60,17,Clown Wrasse,I,6,NA
60,17,Dusky Damselfish,A,8,NA
60,17,Longfin Damselfish,J,6,NA
60,17,Longfin Damselfish,A,12,NA
60,17,Queen Parrotfish,I,24,NA
60,17,Yellowtail Damselfish,A,16,NA
60,18,Bluehead Wrasse,I,4,NA
60,18,Bluehead Wrasse,I,5,NA
60,18,Bluehead Wrasse,I,7,NA
60,18,Bluehead Wrasse,I,8,NA
60,18,Dusky Damselfish,A,9,NA
60,19,Bluehead Wrasse,I,4,NA
60,19,Bluehead Wrasse,I,5,NA
60,19,Bluehead Wrasse,I,6,NA
60,19,Bluehead Wrasse,I,6,NA
60,19,Bluehead Wrasse,I,7,NA
60,19,Bluehead Wrasse,I,7,NA
60,19,Bluehead Wrasse,I,8,NA
60,19,Bluehead Wrasse,I,8,NA
60,19,Bluehead Wrasse,I,9,NA
60,19,Bluehead Wrasse,I,9,NA
60,19,Clown Wrasse,J,1,NA
60,19,Indigo Hamlet,A,15,NA
60,19,Longfin Damselfish,A,11,NA
60,19,Redband Parrotfish,J,4,NA
60,19,Saddled Blenny,A,5,NA
60,19,Stoplight Parrotfish,J,4,NA
60,19,Striped Parrotfish,I,3,NA
60,19,Striped Parrotfish,I,3,NA
60,19,Yellowtail Damselfish,A,12,NA
60,20,Blue Tang,J,3,NA
60,20,Blue Tang,A,21,NA
60,20,Bluehead Wrasse,I,3,NA
60,20,Bluehead Wrasse,I,4,NA
60,20,Bluehead Wrasse,I,5,NA
60,20,Bluehead Wrasse,I,5,NA
60,20,Bluehead Wrasse,I,5,NA
60,20,Bluehead Wrasse,I,6,NA
60,20,Bluehead Wrasse,I,6,NA
60,20,Bluehead Wrasse,I,6,NA
60,20,Bluehead Wrasse,I,7,NA
60,20,Bluehead Wrasse,I,7,NA
60,20,Bluehead Wrasse,I,7,NA
60,20,Bluehead Wrasse,I,8,NA
60,20,Bluehead Wrasse,I,8,NA
60,20,Bluehead Wrasse,I,8,NA
60,20,Clown Wrasse,I,5,NA
60,20,Clown Wrasse,I,7,NA
60,20,Clown Wrasse,I,7,NA
60,20,Doctorfish,A,22,NA
60,20,Stoplight Parrotfish,J,5,NA
60,20,Stoplight Parrotfish,J,7,NA
60,20,Yellowtail Parrotfish,I,28,NA
60,21,Blue Tang,A,12,NA
60,21,French Grunt,A,14,NA
60,21,Longfin Damselfish,A,13,NA
60,21,Roughead Blenny,A,2,NA
60,21,Roughead Blenny,A,2,NA
60,21,Roughead Blenny,A,3,NA
60,21,Roughead Blenny,A,3,NA
60,21,Roughead Blenny,A,3,NA
60,22,Dusky Damselfish,A,8,NA
60,22,Yellowtail Damselfish,A,17,NA
60,23,Bicolor Damselfish,A,5,NA
60,23,Bluehead Wrasse,I,11,NA
60,23,Bluehead Wrasse,I,11,NA
60,23,Bluehead Wrasse,I,11,NA
60,23,Bluehead Wrasse,I,12,NA
60,23,Bluehead Wrasse,I,12,NA
60,23,Cocoa Damselfish,A,7,NA
60,24,Bicolor Damselfish,J,1,NA
60,24,Bicolor Damselfish,J,2,NA
60,24,Bicolor Damselfish,A,4,NA
60,24,Bicolor Damselfish,A,5,NA
60,24,Bluehead Wrasse,I,8,NA
60,24,Sharpnose Puffer,J,1,NA
60,24,Striped Parrotfish,A,18,NA
61,1,Bicolor Damselfish,A,6,NA
