plot,transect_ID,treatment,genotype,plot_grid,complexity,replicate_N_or_S,survey_number,month,day,year,date,visit,surveyor,cloud_cover(%),current,wind_speed,wind_direction,start_time,end_time,survey_elapsed_time,survey_type,SpeciesCode,common_name,SpeciesName,Genus,Family,Order,MaxLength,TrophicLevel,a,b,MajorTrophicGroup,SubTrophicGroup,FishingStatus,log a,L inf,grid_number,life_phase,TL,transit,plot_grid_survey,presence,biomass,density
HS,a,70L30A,U63,HS - 4,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,403-05-01,Goldspot Goby,Gnatholepis thompsoni,Gnatholepis,Gobiidae,Perciformes,8,2.3,0.0035,3.766,Omnivore,Omnivore,Aquarium,NA,8,4,J,2,NA,HS - 4 - 73,1,0.047615353,1.265822785
HS,a,control,NA,HS - 5,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,5,A,6,NA,HS - 5 - 73,1,5.160910339,2.53164557
HS,a,control,NA,HS - 5,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,320-02-01,Porkfish,Anisotremus virginicus,Anisotremus,Haemulidae,Perciformes,41,3.4,0.0148,3.167,Invertivore,Mobile Invert Feeder,Minor commercial,-4.2131,41,5,A,22,NA,HS - 5 - 73,1,264.0671301,2.53164557
HS,a,50L50A,M1,HS - 6,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,395-00-00,Blenny Family,Blenniidae,Blenniidae,Blenniidae,Perciformes,12,NA,NA,NA,Herbivore,Small Territorial Herbivore,Aquarium,NA,12,6,J,1,NA,HS - 6 - 73,1,NA,2.53164557
HS,a,50L50A,M1,HS - 6,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,6,J,2,NA,HS - 6 - 73,1,0.103700679,2.53164557
HS,a,30L70A,M1,HS - 7,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,7,J,2,NA,HS - 7 - 73,1,0.036217795,5.063291139
HS,a,30L70A,M1,HS - 7,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,7,J,3,NA,HS - 7 - 73,1,0.161905741,5.063291139
HS,a,30L70A,M1,HS - 7,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,7,J,5,NA,HS - 7 - 73,1,3.687762736,5.063291139
HS,a,30L70A,M1,HS - 7,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,7,J,2,NA,HS - 7 - 73,1,0.050624391,5.063291139
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,306-02-16,Bar Jack,Carangoides ruber,Carangoides,Carangidae,Perciformes,59,3.8,0.018,2.99,Carnivore,Carnivore - mainly fish,Moderate commercial,-5.3687,59,8,I,19,NA,HS - 8 - 73,1,119.8797344,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,8,A,5,NA,HS - 8 - 73,1,2.905058917,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,8,A,7,NA,HS - 8 - 73,1,8.38949656,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,1,NA,HS - 8 - 73,1,0.0107,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,8,J,2,NA,HS - 8 - 73,1,0.080769511,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,8,J,3,NA,HS - 8 - 73,1,0.161905741,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,8,J,4,NA,HS - 8 - 73,1,0.468474538,27.84810127
HS,a,70L30A,M5,HS - 8,High,S,73,June,9,2019,09-Jun-19,5,Aneri,90,L,8,S,12:01:00,12:18:00,0:17:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,8,J,2,NA,HS - 8 - 73,1,0.137941365,27.84810127
HS,b,100A,NA,HS - 10,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,10,A,13,NA,HS - 10 - 74,1,58.66239608,2.53164557
HS,b,100A,NA,HS - 10,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-03-11,Yellowtail Damselfish,Microspathodon chrysurus,Microspathodon,Pomacentridae,Perciformes,21,2.1,0.0239,3.0825,Herbivore,Small Territorial Herbivore,Aquarium,-4.7033,21,10,A,16,NA,HS - 10 - 74,1,123.0545701,2.53164557
HS,b,50L50A,M5,HS - 11,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,11,A,9,NA,HS - 11 - 74,1,20.22693306,2.53164557
HS,b,50L50A,M5,HS - 11,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,11,I,8,NA,HS - 11 - 74,1,5.873320932,2.53164557
HS,b,100A,NA,HS - 12,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,12,J,3,NA,HS - 12 - 74,1,0.203326672,3.797468354
HS,b,100A,NA,HS - 12,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,12,J,2.5,NA,HS - 12 - 74,1,0.52992871,3.797468354
HS,b,100A,NA,HS - 12,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,360-05-11,Stoplight Parrotfish,Sparisoma viride,Sparisoma,Scaridae,Perciformes,64,2,0.037,2.905,Herbivore,Roving Herbivore,Minor commercial,NA,64,12,J,4,NA,HS - 12 - 74,1,2.075802348,3.797468354
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,13,A,5,NA,HS - 13 - 74,1,2.905058917,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,2,NA,HS - 13 - 74,1,0.080769511,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,2.5,NA,HS - 13 - 74,1,0.15483047,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,3,NA,HS - 13 - 74,1,0.26349039,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,3,NA,HS - 13 - 74,1,0.26349039,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,3.5,NA,HS - 13 - 74,1,0.413042755,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,3.5,NA,HS - 13 - 74,1,0.413042755,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,4,NA,HS - 13 - 74,1,0.609692881,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,4,NA,HS - 13 - 74,1,0.609692881,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,4.5,NA,HS - 13 - 74,1,0.859571703,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,4.5,NA,HS - 13 - 74,1,0.859571703,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,J,5,NA,HS - 13 - 74,1,1.168745911,16.4556962
HS,b,control,NA,HS - 13,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-03-11,Yellowtail Damselfish,Microspathodon chrysurus,Microspathodon,Pomacentridae,Perciformes,21,2.1,0.0239,3.0825,Herbivore,Small Territorial Herbivore,Aquarium,-4.7033,21,13,A,14,NA,HS - 13 - 74,1,81.53377883,16.4556962
HS,b,100L,K1,HS - 14,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,396-01-11,Roughead Blenny,Enneanectes boehlkei,Enneanectes,Tripterygiidae,Perciformes,4,NA,0.0141,3.05,Herbivore,Small Territorial Herbivore,Aquarium,NA,4,14,A,2,NA,HS - 14 - 74,1,0.116777883,1.265822785
HS,b,30L70A,M5,HS - 15,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-02-11,Longfin Damselfish,Stegastes diencaeus,Stegastes,Pomacentridae,Perciformes,12,NA,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,12,15,A,11.5,NA,HS - 15 - 74,1,41.13221465,2.53164557
HS,b,30L70A,M5,HS - 15,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,396-01-11,Roughead Blenny,Enneanectes boehlkei,Enneanectes,Tripterygiidae,Perciformes,4,NA,0.0141,3.05,Herbivore,Small Territorial Herbivore,Aquarium,NA,4,15,A,2,NA,HS - 15 - 74,1,0.116777883,2.53164557
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,16,A,5.5,NA,HS - 16 - 74,1,3.923020242,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,3,NA,HS - 16 - 74,1,0.26349039,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,3,NA,HS - 16 - 74,1,0.26349039,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,3,NA,HS - 16 - 74,1,0.26349039,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,3.5,NA,HS - 16 - 74,1,0.413042755,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,3.5,NA,HS - 16 - 74,1,0.413042755,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,3.5,NA,HS - 16 - 74,1,0.413042755,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,4,NA,HS - 16 - 74,1,0.609692881,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,4,NA,HS - 16 - 74,1,0.609692881,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,4,NA,HS - 16 - 74,1,0.609692881,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,4,NA,HS - 16 - 74,1,0.609692881,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,4,NA,HS - 16 - 74,1,0.609692881,27.84810127
HS,b,70L30A,M1,HS - 16,High,S,74,June,9,2019,09-Jun-19,5,Taylor,95,M,12,SE,12:02:00,12:17:00,0:15:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,16,J,4.5,NA,HS - 16 - 74,1,0.859571703,27.84810127
